순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"159","국내도서","오늘 밤, 세계에서 이 눈물이 사라진다 해도","K472838820","9791191043976","03830","모모","이치조 미사키 지음, 김윤경 옮김","14,000","12,600","1,400","10%","700점","20220728","60513"
"160","국내도서","쿼런틴","K112830246","9791190090780","03840","허블","그렉 이건 지음, 김상훈 옮김","17,500","15,750","1,750","10%","870점","20221221","40705"
"161","국내도서","초판본 어린 왕자 (반양장)","K102734432","9791164455300","03860","더스토리","앙투안 드 생텍쥐페리 지음, 김미정 옮김","3,300","2,970","330","10%","160점","20211004","25067"
"162","국내도서","나 혼자만 레벨업 7","K752831316","9791167770707","07810","디앤씨웹툰비즈","장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색","15,000","13,500","1,500","10%","750점","20230222","24500"
"163","국내도서","혼공쌤의 초등만화영문법 : 상","K752831629","9791164065042","74740","길벗스쿨","허준석 지음, 최정화 그림","14,000","12,600","1,400","10%","700점","20230215","11280"
"164","국내도서","이은경쌤의 초등어휘일력 365 (스프링)","K162839232","9791192625300","12590","포레스트북스","이은경 지음","18,800","16,920","1,880","10%","940점","20221028","82830"
"165","국내도서","총 균 쇠 (양장)","8970128859","9788970128856","03900","문학사상","제레드 다이아몬드 지음, 김진준 옮김","35,000","31,500","3,500","10%","1,750점","20130305","59749"
"166","국내도서","지적 대화를 위한 넓고 얕은 지식 2","K912636841","9791190313193","03100","웨일북","채사장 지음","16,000","14,400","1,600","10%","800점","20200201","49537"
"167","국내도서","작별들 순간들","8954690564","9788954690560","03810","문학동네","배수아 지음","16,000","14,400","1,600","10%","800점","20230210","22835"
"168","국내도서","다윈의 사도들","K522831515","9791192107325","04400","사이언스북스","최재천 지음, 다윈 포럼 기획","22,000","19,800","2,200","10%","1,100점","20230212","11920"
"169","국내도서","내 타로는 내가 본다","K602831529","9791197410369","13180","소울소사이어티","정회도 지음","20,000","18,000","2,000","10%","1,000점","20230213","11280"
"170","국내도서","초수익 성장주 투자","K832831953","9791191328790","03320","이레미디어","마크 미너비니 지음, 김대현 옮김, 김태훈 감수","25,000","22,500","2,500","10%","1,250점","20230317","7960"
"171","국내도서","월간순정 노자키 군 14","K292830458","9791169471237","","학산문화사(만화)","츠바키 이즈미 지음","6,000","5,400","600","10%","300점","20221226","27115"
"172","국내도서","2023 심우철 실전 동형 모의고사 Season 1","K142831175","9791162051474","13740","심슨북스","심우철 지음","18,000","16,200","1,800","10%","900점","20230109","16245"
"173","국내도서","타이탄의 도구들 (블랙 에디션)","K232838895","9791158510619","03190","토네이도","팀 페리스 지음, 박선령.정지현 옮김","18,000","16,200","1,800","10%","900점","20220622","80423"
"174","국내도서","오늘의 일인분 일식","K782635825","9791188601233","13590","참돌","베터홈 협회 지음, 이진숙 옮김","4,400","3,960","440","10%","220점","20190617","41423"
"175","국내도서","천하제일 치킨쇼","8949121999","9788949121994","74800","비룡소","이희정 지음, 김무연 그림","12,000","10,800","1,200","10%","600점","20230106","38760"
"176","국내도서","파친코 2","K192838537","9791168340541","04840","인플루엔셜(주)","이민진 지음, 신승미 옮김","15,800","14,220","1,580","10%","790점","20220825","121160"
"177","국내도서","마흔에 읽는 니체 (10만 부 양장 리커버 에디션)","K572831042","9791192300245","03160","유노북스","장재형 지음","16,000","14,400","1,600","10%","800점","20220901","76947"
"178","국내도서","콰이어트 모닝","K642831408","9791197768491","03190","클레이하우스","추현호 지음","16,500","14,850","1,650","10%","820점","20230201","7530"
"179","국내도서","리보와 앤","8954690696","9788954690690","73810","문학동네","어윤정 지음, 해마 그림","11,500","10,350","1,150","10%","570점","20230131","16010"
"180","국내도서","빛과 영원의 시계방","K732831830","9791190090896","03810","허블","김희선 지음","15,000","13,500","1,500","10%","750점","20230215","8510"
"181","국내도서","사람을 얻는 지혜 (국내 최초 스페인어 완역본)","K742839951","9791139708967","03840","현대지성","발타자르 그라시안 지음, 김유경 옮김","12,000","10,800","1,200","10%","600점","20221028","68060"
"182","국내도서","2023 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1.2.3급)","K972831381","9791138911832","13910","이투스북","최태성 지음","19,500","17,550","1,950","10%","970점","20230113","38110"
"183","국내도서","러브 몬스터","8936438999","9788936438999","03810","창비","이두온 지음","16,000","14,400","1,600","10%","800점","20230206","14120"
"184","국내도서","초판본 동물 농장","K362632692","9791164453122","03840","더스토리","조지 오웰 지음, 이종인 옮김","3,300","2,970","330","10%","160점","20200820","11228"
"185","국내도서","부자의 자세","K132839920","9791195763665","13320","좋은연필","제이원 지음","15,000","13,500","1,500","10%","750점","20221013","33994"
"186","국내도서","혼공쌤의 초등만화영문법 : 하","K032831620","9791164065059","74740","길벗스쿨","허준석 지음, 최정화 그림","14,000","12,600","1,400","10%","700점","20230215","9740"
"187","국내도서","별빛 너머의 별","8925577062","9788925577067","03810","알에이치코리아(RHK)","나태주 지음","18,000","16,200","1,800","10%","900점","20230125","17570"
"188","국내도서","경찰 헌법도약 최근 3개년 헌법판례정리","K592831532","9791166185175","13360","윌비스(미래와사람 한림법학원)","이국령 지음","6,000","5,400","600","10%","300점","20230217","12440"
"189","국내도서","해커스 보카 (Hackers Vocabulary)","8965421039","9788965421030","18740","해커스어학연구소(Hackers)","David Cho 지음","16,900","15,210","1,690","10%","840점","20150615","97819"
"190","국내도서","모든 꽃이 봄에 피지는 않는다","K752831002","9791165346751","03320","서삼독","이다지 지음","17,500","15,750","1,750","10%","870점","20230130","22420"
"191","국내도서","나의 아름다운 날들","K452831518","9791167372703","03810","은행나무","정지아 지음","16,000","14,400","1,600","10%","800점","20230213","11200"
"192","국내도서","N","K112831835","9791192313177","04080","북스피어","미치오 슈스케 지음, 이규원 옮김","16,800","15,120","1,680","10%","840점","20230217","8090"
"193","국내도서","모든 것은 기본에서 시작한다","K082734846","9791190382502","03810","수오서재","손웅정 지음","16,000","14,400","1,600","10%","800점","20211015","85208"
"194","국내도서","그릿 GRIT (골드 에디션)","K272830938","9791162540633","03190","비즈니스북스","앤절라 더크워스 지음, 김미정 옮김","18,000","16,200","1,800","10%","900점","20221215","110824"
"195","국내도서","부는 어디서 오는가","K212830133","9791192625775","03320","포레스트북스","월리스 D. 와틀스 지음, 이상미 옮김","15,000","13,500","1,500","10%","750점","20221224","39245"
"196","국내도서","ETS 토익기출 파트별 VOCA 보카","8917237487","9788917237481","13740","(주)YBM(와이비엠)","ETS 지음","13,000","11,700","1,300","10%","650점","20221223","30410"
"197","국내도서","2023 문동균 한국사 D-30 문단속 모의고사","K442831845","9791169660150","13910","에스티유니타스","문동균 지음","14,000","12,600","1,400","10%","140점","20230224","6200"
"198","국내도서","마법소녀 마도카 마기카 신장판 : 상.하 박스 세트 - 전2권 (투명 pp카드 2매 + A5 L홀더 포함)","K392831943","9791141101411","","학산문화사(만화)","마기카 쿼테트 지음, 하노카게 그림","30,000","27,000","3,000","10%","1,500점","20230316","5680"
"199","국내도서","지무비의 유튜브 엑시트","8950940043","9788950940041","03320","21세기북스","지무비(나현갑) 지음","19,800","17,820","1,980","10%","990점","20230201","18240"
"200","국내도서","10배의 법칙","8960519146","9788960519145","03190","부키","그랜트 카돈 지음, 최은아 옮김","16,800","15,120","1,680","10%","840점","20220330","53970"
"201","국내도서","사랑의 이해","893743993X","9788937439933","03810","민음사","이혁진 지음","15,000","13,500","1,500","10%","750점","20190419","38657"
"202","국내도서","흔한남매의 흔한 호기심 8","K672831283","9791168414822","77400","미래엔아이세움","안치현 지음, 유난희 그림, 이정모 외 감수, 흔한남매 원작","14,000","12,600","1,400","10%","700점","20230119","32105"
"203","국내도서","해커스 토익 LC 리스닝 LISTENING 2023 최신개정판","8965424771","9788965424772","13740","해커스어학연구소(Hackers)","데이빗 조 (David Cho) 지음","18,800","16,920","1,880","10%","940점","20230102","36480"
"204","국내도서","클루지","890109018X","9788901090184","03180","갤리온","개리 마커스 지음, 최호영 옮김","13,800","12,420","1,380","10%","690점","20081124","56169"
"205","국내도서","가재가 노래하는 곳 (리커버 에디션)","8952240561","9788952240569","","살림","델리아 오언스 지음, 김선형 옮김","16,000","14,400","1,600","10%","800점","20190614","41959"
"206","국내도서","어머니, 사교육을 줄이셔야 합니다","K182831173","9791160023909","03370","메이트북스","정승익 지음","17,000","15,300","1,700","10%","850점","20230117","22280"
"207","국내도서","죽음의 수용소에서","8936811541","9788936811549","03180","청아출판사","빅터 프랭클 지음, 이시형 옮김","9,800","8,820","980","10%","490점","20200530","64143"
"208","국내도서","데일 카네기 자기관리론","K432737052","9791191280333","03320","현대지성","데일 카네기 지음, 임상훈 옮김","11,500","10,350","1,150","10%","570점","20210113","88728"
"209","국내도서","2023 채용대비 All-New 현대자동차 생산직(생산인력) 필기시험 한권으로 합격하기","K462831489","9791138343862","13320","시대고시기획","SD적성검사연구소 엮음","22,000","19,800","2,200","10%","1,100점","20230210","8315"
"210","국내도서","코스모스","8983711892","9788983711892","03400","사이언스북스","칼 세이건 지음, 홍승수 옮김","19,900","17,910","1,990","10%","990점","20061220","136104"
"211","국내도서","인간 실격","893746103X","9788937461033","04830","민음사","다자이 오사무 지음, 김춘미 옮김","9,000","8,100","900","10%","450점","20040515","92700"
"212","국내도서","2023 이동기 영어 기적의 특강","K172830459","9791169660051","","에스티유니타스","이동기 지음","16,500","14,850","1,650","10%","160점","20221230","21105"
"213","국내도서","어린이를 위한 마음 처방 : 감정 편","K352831619","9791190896382","74370","어스본코리아","펠리시티 브룩스 지음, 마르 페레로 그림, 송지혜 옮김","13,000","11,700","1,300","10%","650점","20230208","7920"
"214","국내도서","2023 시나공 정보처리기사 실기","K392831615","9791140703074","13000","길벗","길벗 R&D 외 지음","35,000","31,500","3,500","10%","1,750점","20230206","6990"
